ORIGEN,SECTOR,ENTIDAD_UM,SEXO,ENTIDAD_NAC,ENTIDAD_RES,MUNICIPIO_RES,TIPO_PACIENTE,INTUBADO,NEUMONIA,EDAD,NACIONALIDAD,EMBARAZO,HABLA_LENGUA_INDIG,DIABETES,EPOC,ASMA,INMUSUPR,HIPERTENSION,OTRA_COM,CARDIOVASCULAR,OBESIDAD,RENAL_CRONICA,TABAQUISMO,OTRO_CASO,RESULTADO,MIGRANTE,PAIS_NACIONALIDAD,PAIS_ORIGEN,UCI,class
1.0,0.07893465045588709,-0.08742876517215713,-0.005775422371646624,-0.04930839529479903,-0.08207784407193575,0.00460334592120424,-0.22357631677651615,0.22355069158971855,0.10924291764998457,-0.07713396220386451,0.014656197806098876,-0.006763754467001457,0.02767608650479379,0.020731891224555498,0.015351611344913984,0.015481493414504673,0.009683637402690185,0.020378635770358238,-0.0036033255432012194,0.014380097026854924,0.02099121403245308,0.016716902272292927,0.01624686754064404,-0.08920230987960542,0.04307678454929678,-0.007486065302481683,-0.010627690480543787,-0.009991535578788586,0.22345511003737892,0.11828299723236461
0.07893465045588709,1.0,0.027256032059778498,0.005501243117572688,0.0206113114617024,0.024440304524144602,0.03595493026376942,-0.09519323036289665,0.0951652065607856,0.0276676041346549,-0.05465421179355473,0.015833763019488068,0.00607331952113758,0.028548417524752644,0.010185098966165856,0.007344675149516962,0.007961873718242578,0.007949337331143379,0.011481089414199385,0.011758200461351948,0.008134900903140948,0.009289151081055437,0.008218983378634092,0.005831101494339706,-0.2864342142262356,0.02960036268963721,-0.01333993241363883,-0.007826336952846688,-0.00868081298970882,0.09518780125137175,0.03982534691717314
-0.08742876517215713,0.027256032059778498,1.0,0.008054671836501878,0.58507042844617,0.9653909052314391,0.24908582945459606,0.009368006808757915,-0.009497100218145545,0.011400724382252578,0.0103889403538648,-0.0016986171825065005,0.007974540926087726,-0.027620712748363033,-0.011899436884060841,-0.013059684006730249,-0.01336973328160784,-0.017705188891162106,-0.014341326839711397,-0.017028363129358872,-0.011842874424203308,-0.013033026175602458,-0.0120254801547321,-0.00687301391230879,-0.015912384929116105,0.017461340996717072,-0.0008061951461217278,0.005456540204833398,-0.003837105989581359,-0.009595671748143629,-0.006556015007264381
-0.005775422371646624,0.005501243117572688,0.008054671836501878,1.0,0.016682593769102718,0.008836673392516176,0.0049118125757296556,0.1023119256109364,-0.10236722380255868,-0.054826854162276534,0.035206365834764095,0.009438358037241471,0.995795896899751,0.013831905709239051,0.011625620214170643,0.014157860730411491,0.014734930062863682,0.01190946942912327,0.01212239968037019,0.015201964048492783,0.012134683325107152,0.014022439093115187,0.01270895056669078,0.008428600425880643,-0.009150102859295656,-0.04988717971984572,-0.008276162997450837,-0.004337451862229906,-0.004981808530850038,-0.10236498307546638,-0.0665479754554894
-0.04930839529479903,0.0206113114617024,0.58507042844617,0.016682593769102718,1.0,0.586300104168354,0.14258106626288386,0.013836903131259399,-0.0138290030438684,0.0021029676327353466,0.01747759469939723,0.6672879133003556,0.016378487721610355,-0.017383396293642436,-0.007545176331733173,-0.008139618519569803,-0.008317925213016384,-0.010886384549611067,-0.009388765030732679,-0.010493261693980736,-0.007758899575121718,-0.007727034955227319,-0.007572582658114408,-0.004283201870962251,-0.020443840464842447,0.004716261227938973,-0.5234251937250178,-0.4092926351452426,-0.2801957151977865,-0.013899680969164434,-0.013049494022541509
-0.08207784407193575,0.024440304524144602,0.9653909052314391,0.008836673392516176,0.586300104168354,1.0,0.27358186257324746,0.012456821324831736,-0.01258688476734311,0.00914708452774343,0.010917649241160395,-0.004624718034204442,0.008848121351063927,-0.028666772770083213,-0.013368027775647148,-0.014191450899341951,-0.014422682249338016,-0.01877255662974235,-0.015563730222021122,-0.01797101829149158,-0.013315741863541857,-0.014679302195772124,-0.01307423497809001,-0.007878147004391704,-0.015282252404676875,0.01192739199724078,0.0014760811524011871,0.0072735173824347325,-0.0023604946312576988,-0.012685105223882161,-0.0058284232099434265
0.00460334592120424,0.03595493026376942,0.24908582945459606,0.0049118125757296556,0.14258106626288386,0.27358186257324746,1.0,0.045146020478501574,-0.045128601939481504,-0.019097457227387617,0.006831022734099488,-0.004573918674354301,0.004066534854192644,-0.01866173271698256,-0.0005042245094315429,-0.0005135625916368009,-0.0006090104384155355,-0.0023744632715619537,0.00033288339738682507,0.00520116080535166,0.001732863152907722,0.002284073009393007,-0.0005515503261059075,-0.0007290814604724676,0.01601557561940923,0.014249203253865873,0.006490738614328189,0.0015516974094732592,9.069636576269601e-05,-0.045170643852231816,-0.002670053762961289
-0.22357631677651615,-0.09519323036289665,0.009368006808757915,0.1023119256109364,0.013836903131259399,0.012456821324831736,0.045146020478501574,1.0,-0.9995191388406843,-0.40301411090882766,0.308632278058299,-0.017414991217857997,0.10175153489437654,-0.02192827726051931,0.014054976647076351,0.023713313448039924,0.027743569822678876,0.02830424616226936,0.011867067954594692,0.03982569531356265,0.02760791735095805,0.02935722264452099,0.02396329294690556,0.026316888021298397,0.2157144557207285,-0.13878976157382364,0.013558327959612088,0.0110718633600404,0.007661747198198117,-0.9995087684357421,-0.37208368865608976
0.22355069158971855,0.0951652065607856,-0.009497100218145545,-0.10236722380255868,-0.0138290030438684,-0.01258688476734311,-0.045128601939481504,-0.9995191388406843,1.0,0.40322314835821654,-0.3085848713546236,0.01738250353436814,-0.10181026771724618,0.02196300319542713,-0.014199841015689715,-0.023858455579455495,-0.02788948957870392,-0.028308099776562345,-0.012005508694559927,-0.03998915693378066,-0.027753668486058595,-0.029497096251711343,-0.024116885974314082,-0.026455528003272197,-0.21564384695816705,0.1387380464192148,-0.013525643487536126,-0.011056426289159933,-0.007645126285629333,0.9999841502230503,0.3724137426866081
0.10924291764998457,0.0276676041346549,0.011400724382252578,-0.054826854162276534,0.0021029676327353466,0.00914708452774343,-0.019097457227387617,-0.40301411090882766,0.40322314835821654,1.0,-0.16742694889839546,0.010245378365443347,-0.05459875668590997,0.00026405598153031505,-0.005397436332805303,-0.011928932724094666,-0.01374670007473648,-0.01478099600297799,-0.005415693964585155,-0.024351839976145283,-0.013930732416663042,-0.016197590482890507,-0.011439342700374496,-0.013179729697524966,-0.05698169115531684,0.08548440453702622,-0.006897902246033438,-0.006508166132143394,-0.003632008947662475,0.40315557141784997,0.22364508220844057
